project_id,student_id,project_title,domain,tech_stack,complexity,team_size,has_deployment,has_github,duration_weeks,year
RW-PROJ-SRM_TAB_013_V2-01,SRM_TAB_013_V2,Candidate Ranking System,Cloud,"SQL,React,Python",Intermediate,3,False,True,6,2022
RW-PROJ-SRM_TAB_013_V2-02,SRM_TAB_013_V2,Candidate Ranking System,Data,"FastAPI,SQL,Python",Intermediate,1,True,True,7,2022
RW-PROJ-SRM_TAB_014-01,SRM_TAB_014,Skill Gap Analyzer,Cloud,"SQL,Pandas,React",Basic,3,True,True,12,2025
RW-PROJ-SRM_TAB_014-02,SRM_TAB_014,Placement Eligibility Engine,Cloud,"Docker,FastAPI,Pandas",Basic,1,True,True,8,2023
RW-PROJ-SRM_TAB_014-03,SRM_TAB_014,Skill Gap Analyzer,Web,"Python,AWS,Pandas",Intermediate,1,False,False,12,2023
RW-PROJ-SRM_TAB_014_V2-01,SRM_TAB_014_V2,Skill Gap Analyzer,Cloud,"AWS,React,Pandas",Intermediate,1,False,False,12,2026
RW-PROJ-SRM_TAB_014_V2-02,SRM_TAB_014_V2,Placement Eligibility Engine,Data,"Python,Pandas,Docker",Basic,3,True,False,9,2023
RW-PROJ-SRM_TAB_014_V2-03,SRM_TAB_014_V2,Candidate Ranking System,IoT,"AWS,FastAPI,Python",Advanced,1,False,True,4,2022
RW-PROJ-SRM_TAB_015-01,SRM_TAB_015,Placement Eligibility Engine,Cloud,"AWS,Python,SQL",Basic,2,False,False,10,2023
RW-PROJ-SRM_TAB_015-02,SRM_TAB_015,Placement Eligibility Engine,Web,"SQL,AWS,Pandas",Basic,4,True,False,4,2024
RW-PROJ-SRM_TAB_015_V2-01,SRM_TAB_015_V2,Skill Gap Analyzer,IoT,"Pandas,Docker,FastAPI",Advanced,2,False,True,5,2025
RW-PROJ-SRM_TAB_015_V2-02,SRM_TAB_015_V2,Placement Eligibility Engine,Cloud,"FastAPI,SQL,Pandas",Basic,2,True,True,9,2022
RW-PROJ-SRM_TAB_016-01,SRM_TAB_016,Placement Eligibility Engine,Web,"Docker,AWS,React",Basic,2,True,True,11,2025
RW-PROJ-SRM_TAB_016-02,SRM_TAB_016,Placement Eligibility Engine,IoT,"Docker,SQL,Pandas",Basic,3,False,True,4,2023
RW-PROJ-SRM_TAB_016_V2-01,SRM_TAB_016_V2,Placement Eligibility Engine,IoT,"Python,React,Pandas",Advanced,3,True,True,6,2026
RW-PROJ-SRM_TAB_016_V2-02,SRM_TAB_016_V2,Resume Intelligence Dashboard,AI,"React,Docker,Pandas",Basic,3,True,True,7,2024
RW-PROJ-SRM_TAB_017-01,SRM_TAB_017,Candidate Ranking System,Data,"React,Pandas,Python",Intermediate,4,True,False,6,2023
RW-PROJ-SRM_TAB_017-02,SRM_TAB_017,Resume Intelligence Dashboard,Cloud,"Docker,Python,Pandas",Intermediate,4,True,True,9,2023
RW-PROJ-SRM_TAB_017_V2-01,SRM_TAB_017_V2,Placement Eligibility Engine,AI,"Pandas,Python,FastAPI",Advanced,2,True,True,7,2024
RW-PROJ-SRM_TAB_017_V2-02,SRM_TAB_017_V2,Placement Eligibility Engine,AI,"Pandas,React,Python",Intermediate,2,True,True,7,2023
RW-PROJ-SRM_TAB_018-01,SRM_TAB_018,Resume Intelligence Dashboard,Web,"SQL,AWS,Docker",Basic,1,True,True,9,2026
RW-PROJ-SRM_TAB_018-02,SRM_TAB_018,Skill Gap Analyzer,Data,"SQL,Pandas,Docker",Advanced,4,True,True,11,2022
RW-PROJ-SRM_TAB_018-03,SRM_TAB_018,Candidate Ranking System,Data,"SQL,React,Python",Intermediate,3,False,True,8,2022
RW-PROJ-SRM_TAB_018_V2-01,SRM_TAB_018_V2,Skill Gap Analyzer,AI,"Python,Docker,AWS",Intermediate,1,False,True,7,2024
RW-PROJ-SRM_TAB_018_V2-02,SRM_TAB_018_V2,Skill Gap Analyzer,IoT,"Pandas,Docker,FastAPI",Basic,3,True,True,10,2024
RW-PROJ-SRM_TAB_018_V2-03,SRM_TAB_018_V2,Placement Eligibility Engine,Data,"Pandas,Python,SQL",Advanced,2,True,True,5,2024
RW-PROJ-SRM_TAB_019-01,SRM_TAB_019,Skill Gap Analyzer,AI,"Pandas,Python,Docker",Intermediate,1,True,True,10,2025
RW-PROJ-SRM_TAB_019-02,SRM_TAB_019,Candidate Ranking System,Web,"Docker,Python,AWS",Advanced,2,True,False,6,2022
RW-PROJ-SRM_TAB_019-03,SRM_TAB_019,Candidate Ranking System,Cloud,"Pandas,Python,React",Intermediate,3,True,False,11,2024
RW-PROJ-SRM_TAB_019_V2-01,SRM_TAB_019_V2,Skill Gap Analyzer,Cloud,"AWS,FastAPI,React",Advanced,4,True,True,12,2022
RW-PROJ-SRM_TAB_019_V2-02,SRM_TAB_019_V2,Skill Gap Analyzer,Data,"FastAPI,Docker,SQL",Basic,1,True,True,8,2026
RW-PROJ-SRM_TAB_019_V2-03,SRM_TAB_019_V2,Skill Gap Analyzer,Cloud,"React,FastAPI,Docker",Advanced,3,True,True,11,2025
RW-PROJ-SRM_TAB_020-01,SRM_TAB_020,Candidate Ranking System,Cloud,"Pandas,Docker,AWS",Basic,1,True,True,8,2023
RW-PROJ-SRM_TAB_020-02,SRM_TAB_020,Candidate Ranking System,Data,"React,SQL,FastAPI",Advanced,2,False,True,12,2025
RW-PROJ-SRM_TAB_020_V2-01,SRM_TAB_020_V2,Skill Gap Analyzer,IoT,"SQL,Python,FastAPI",Advanced,3,True,True,8,2025
RW-PROJ-SRM_TAB_020_V2-02,SRM_TAB_020_V2,Placement Eligibility Engine,Cloud,"SQL,Docker,FastAPI",Intermediate,3,False,True,10,2025
RW-PROJ-SRM_TAB_021-01,SRM_TAB_021,Candidate Ranking System,AI,"React,Pandas,AWS",Advanced,1,True,False,10,2025
RW-PROJ-SRM_TAB_021-02,SRM_TAB_021,Skill Gap Analyzer,Data,"FastAPI,React,Docker",Intermediate,2,True,False,10,2026
RW-PROJ-SRM_TAB_021-03,SRM_TAB_021,Candidate Ranking System,AI,"Pandas,SQL,React",Intermediate,4,True,True,11,2024
RW-PROJ-SRM_TAB_021_V2-01,SRM_TAB_021_V2,Candidate Ranking System,IoT,"Python,Pandas,FastAPI",Advanced,2,False,True,3,2022
RW-PROJ-SRM_TAB_021_V2-02,SRM_TAB_021_V2,Resume Intelligence Dashboard,Web,"React,AWS,SQL",Advanced,1,False,True,10,2024
RW-PROJ-SRM_TAB_021_V2-03,SRM_TAB_021_V2,Placement Eligibility Engine,Web,"Docker,Pandas,FastAPI",Advanced,2,True,True,7,2022
RW-PROJ-SRM_TAB_022-01,SRM_TAB_022,Resume Intelligence Dashboard,Web,"Docker,React,FastAPI",Advanced,1,True,True,9,2025
RW-PROJ-SRM_TAB_022-02,SRM_TAB_022,Candidate Ranking System,IoT,"SQL,React,AWS",Advanced,3,True,True,6,2025
RW-PROJ-SRM_TAB_022-03,SRM_TAB_022,Skill Gap Analyzer,Data,"React,FastAPI,AWS",Intermediate,4,False,True,6,2024
RW-PROJ-SRM_TAB_022_V2-01,SRM_TAB_022_V2,Placement Eligibility Engine,Cloud,"Pandas,FastAPI,AWS",Basic,3,True,True,7,2026
RW-PROJ-SRM_TAB_022_V2-02,SRM_TAB_022_V2,Placement Eligibility Engine,Cloud,"React,Pandas,FastAPI",Advanced,4,True,True,6,2026
RW-PROJ-SRM_TAB_022_V2-03,SRM_TAB_022_V2,Skill Gap Analyzer,IoT,"Python,React,FastAPI",Intermediate,4,False,True,7,2025
RW-PROJ-SRM_TAB_023-01,SRM_TAB_023,Skill Gap Analyzer,AI,"SQL,Python,AWS",Intermediate,1,True,False,7,2023
RW-PROJ-SRM_TAB_023-02,SRM_TAB_023,Placement Eligibility Engine,Cloud,"Python,React,Pandas",Intermediate,4,True,False,12,2025
RW-PROJ-SRM_TAB_023_V2-01,SRM_TAB_023_V2,Resume Intelligence Dashboard,Cloud,"React,Pandas,Docker",Basic,4,True,True,4,2022
RW-PROJ-SRM_TAB_023_V2-02,SRM_TAB_023_V2,Resume Intelligence Dashboard,Data,"FastAPI,React,Pandas",Basic,1,True,True,12,2023
RW-PROJ-SRM_TAB_024-01,SRM_TAB_024,Resume Intelligence Dashboard,AI,"SQL,AWS,React",Basic,1,True,True,9,2022
RW-PROJ-SRM_TAB_024-02,SRM_TAB_024,Placement Eligibility Engine,Cloud,"Pandas,FastAPI,React",Advanced,3,True,True,10,2025
RW-PROJ-SRM_TAB_024_V2-01,SRM_TAB_024_V2,Skill Gap Analyzer,Data,"Python,AWS,FastAPI",Basic,4,True,False,4,2024
RW-PROJ-SRM_TAB_024_V2-02,SRM_TAB_024_V2,Resume Intelligence Dashboard,Cloud,"Python,SQL,FastAPI",Basic,1,True,True,8,2024
RW-PROJ-SRM_TAB_025-01,SRM_TAB_025,Resume Intelligence Dashboard,Data,"React,SQL,Python",Intermediate,1,False,True,3,2025
RW-PROJ-SRM_TAB_025-02,SRM_TAB_025,Candidate Ranking System,IoT,"Python,Pandas,Docker",Basic,4,True,True,6,2025
RW-PROJ-SRM_TAB_025_V2-01,SRM_TAB_025_V2,Candidate Ranking System,Cloud,"Pandas,Python,Docker",Intermediate,4,False,False,5,2023
RW-PROJ-SRM_TAB_025_V2-02,SRM_TAB_025_V2,Placement Eligibility Engine,Data,"FastAPI,Python,SQL",Basic,1,True,True,5,2022
RW-PROJ-SRM_TAB_026-01,SRM_TAB_026,Placement Eligibility Engine,Data,"Docker,Pandas,React",Basic,2,False,True,11,2026
RW-PROJ-SRM_TAB_026-02,SRM_TAB_026,Resume Intelligence Dashboard,Web,"SQL,Pandas,Python",Basic,4,True,False,3,2025
RW-PROJ-SRM_TAB_026-03,SRM_TAB_026,Placement Eligibility Engine,Cloud,"Python,React,SQL",Intermediate,3,True,True,8,2022
RW-PROJ-SRM_TAB_026_V2-01,SRM_TAB_026_V2,Resume Intelligence Dashboard,IoT,"React,Docker,SQL",Intermediate,3,False,True,3,2025
RW-PROJ-SRM_TAB_026_V2-02,SRM_TAB_026_V2,Skill Gap Analyzer,AI,"FastAPI,Pandas,Docker",Intermediate,2,True,True,11,2025
RW-PROJ-SRM_TAB_026_V2-03,SRM_TAB_026_V2,Resume Intelligence Dashboard,IoT,"React,AWS,SQL",Basic,1,True,True,9,2025
RW-PROJ-SRM_TAB_027-01,SRM_TAB_027,Resume Intelligence Dashboard,Data,"SQL,Pandas,FastAPI",Basic,3,True,True,3,2024
RW-PROJ-SRM_TAB_027-02,SRM_TAB_027,Candidate Ranking System,AI,"React,Pandas,FastAPI",Advanced,1,False,True,7,2024
RW-PROJ-SRM_TAB_027_V2-01,SRM_TAB_027_V2,Resume Intelligence Dashboard,Cloud,"React,FastAPI,Docker",Advanced,3,True,True,8,2024
RW-PROJ-SRM_TAB_027_V2-02,SRM_TAB_027_V2,Placement Eligibility Engine,Web,"Python,SQL,React",Advanced,3,False,True,3,2022
RW-PROJ-SRM_TAB_028-01,SRM_TAB_028,Resume Intelligence Dashboard,IoT,"Python,SQL,Docker",Intermediate,1,False,True,3,2025
RW-PROJ-SRM_TAB_028-02,SRM_TAB_028,Skill Gap Analyzer,AI,"SQL,AWS,Docker",Basic,3,False,True,6,2023
RW-PROJ-SRM_TAB_028_V2-01,SRM_TAB_028_V2,Candidate Ranking System,AI,"Pandas,Python,React",Intermediate,1,False,False,7,2026
RW-PROJ-SRM_TAB_028_V2-02,SRM_TAB_028_V2,Resume Intelligence Dashboard,Web,"AWS,SQL,FastAPI",Basic,2,True,True,7,2023
RW-PROJ-SRM_TAB_029-01,SRM_TAB_029,Candidate Ranking System,IoT,"FastAPI,Docker,Pandas",Intermediate,2,False,True,3,2023
RW-PROJ-SRM_TAB_029-02,SRM_TAB_029,Placement Eligibility Engine,AI,"SQL,React,AWS",Basic,2,True,True,6,2022
RW-PROJ-SRM_TAB_029_V2-01,SRM_TAB_029_V2,Candidate Ranking System,Cloud,"React,Pandas,FastAPI",Basic,3,False,True,6,2026
RW-PROJ-SRM_TAB_029_V2-02,SRM_TAB_029_V2,Resume Intelligence Dashboard,IoT,"Docker,FastAPI,React",Basic,2,True,False,10,2022
RW-PROJ-SRM_TAB_030-01,SRM_TAB_030,Candidate Ranking System,Cloud,"Docker,FastAPI,AWS",Basic,2,True,False,5,2024
RW-PROJ-SRM_TAB_030-02,SRM_TAB_030,Placement Eligibility Engine,IoT,"AWS,SQL,Pandas",Intermediate,1,False,True,10,2026
RW-PROJ-SRM_TAB_030_V2-01,SRM_TAB_030_V2,Resume Intelligence Dashboard,Data,"FastAPI,React,AWS",Intermediate,4,True,True,9,2025
RW-PROJ-SRM_TAB_030_V2-02,SRM_TAB_030_V2,Placement Eligibility Engine,Cloud,"Python,React,Docker",Basic,1,True,True,3,2025
RW-PROJ-SRM_TAB_031-01,SRM_TAB_031,Candidate Ranking System,IoT,"FastAPI,Pandas,Python",Intermediate,1,False,True,10,2026
RW-PROJ-SRM_TAB_031-02,SRM_TAB_031,Resume Intelligence Dashboard,Web,"AWS,Docker,Pandas",Basic,1,False,False,4,2025
RW-PROJ-SRM_TAB_031_V2-01,SRM_TAB_031_V2,Candidate Ranking System,Data,"Pandas,Docker,React",Basic,4,True,True,9,2024
RW-PROJ-SRM_TAB_031_V2-02,SRM_TAB_031_V2,Placement Eligibility Engine,Data,"SQL,AWS,Docker",Basic,3,False,True,9,2025
RW-PROJ-SRM_TAB_032-01,SRM_TAB_032,Placement Eligibility Engine,Web,"Docker,FastAPI,AWS",Advanced,4,False,True,7,2025
RW-PROJ-SRM_TAB_032-02,SRM_TAB_032,Candidate Ranking System,Web,"FastAPI,Pandas,AWS",Basic,1,False,True,10,2024
RW-PROJ-SRM_TAB_032_V2-01,SRM_TAB_032_V2,Resume Intelligence Dashboard,Data,"FastAPI,Python,Docker",Basic,1,False,False,9,2024
RW-PROJ-SRM_TAB_032_V2-02,SRM_TAB_032_V2,Skill Gap Analyzer,Data,"SQL,Docker,React",Basic,1,False,True,7,2025
RW-PROJ-SRM_TAB_033-01,SRM_TAB_033,Placement Eligibility Engine,Web,"Python,Pandas,AWS",Intermediate,4,True,False,10,2022
RW-PROJ-SRM_TAB_033-02,SRM_TAB_033,Candidate Ranking System,AI,"Docker,Python,Pandas",Basic,2,True,True,5,2024
RW-PROJ-SRM_TAB_033_V2-01,SRM_TAB_033_V2,Skill Gap Analyzer,Cloud,"SQL,React,Pandas",Advanced,3,False,True,6,2024
RW-PROJ-SRM_TAB_033_V2-02,SRM_TAB_033_V2,Candidate Ranking System,Cloud,"AWS,SQL,Python",Basic,4,False,True,12,2024
RW-PROJ-SRM_TAB_034-01,SRM_TAB_034,Placement Eligibility Engine,IoT,"Pandas,Docker,SQL",Intermediate,3,False,True,5,2026
RW-PROJ-SRM_TAB_034-02,SRM_TAB_034,Skill Gap Analyzer,Data,"AWS,Pandas,FastAPI",Intermediate,4,True,True,3,2024
RW-PROJ-SRM_TAB_034_V2-01,SRM_TAB_034_V2,Placement Eligibility Engine,IoT,"FastAPI,React,Python",Intermediate,3,False,False,5,2025
RW-PROJ-SRM_TAB_034_V2-02,SRM_TAB_034_V2,Skill Gap Analyzer,IoT,"SQL,FastAPI,Pandas",Basic,2,False,True,3,2024
RW-PROJ-SRM_TAB_035-01,SRM_TAB_035,Skill Gap Analyzer,AI,"AWS,Pandas,Python",Advanced,1,False,True,4,2023
RW-PROJ-SRM_TAB_035-02,SRM_TAB_035,Skill Gap Analyzer,IoT,"AWS,SQL,React",Intermediate,4,True,True,7,2024
RW-PROJ-SRM_TAB_035_V2-01,SRM_TAB_035_V2,Skill Gap Analyzer,Data,"SQL,Pandas,FastAPI",Advanced,2,True,True,10,2022
RW-PROJ-SRM_TAB_035_V2-02,SRM_TAB_035_V2,Candidate Ranking System,AI,"SQL,Python,Pandas",Basic,3,True,True,9,2023
RW-PROJ-SRM_TAB_036-01,SRM_TAB_036,Placement Eligibility Engine,Cloud,"FastAPI,Docker,Pandas",Intermediate,3,False,True,6,2026
RW-PROJ-SRM_TAB_036-02,SRM_TAB_036,Candidate Ranking System,Web,"Pandas,FastAPI,Python",Advanced,3,False,True,12,2026
RW-PROJ-SRM_TAB_036_V2-01,SRM_TAB_036_V2,Skill Gap Analyzer,Cloud,"Docker,FastAPI,Pandas",Basic,3,True,True,6,2023
RW-PROJ-SRM_TAB_036_V2-02,SRM_TAB_036_V2,Resume Intelligence Dashboard,Cloud,"FastAPI,React,Python",Advanced,2,True,True,8,2025
RW-PROJ-SRM_TAB_037-01,SRM_TAB_037,Skill Gap Analyzer,IoT,"Docker,FastAPI,SQL",Advanced,4,False,False,4,2023
RW-PROJ-SRM_TAB_037-02,SRM_TAB_037,Skill Gap Analyzer,Web,"FastAPI,AWS,Python",Advanced,4,False,True,3,2024
RW-PROJ-SRM_TAB_037_V2-01,SRM_TAB_037_V2,Placement Eligibility Engine,AI,"SQL,AWS,Docker",Intermediate,3,True,True,12,2026
RW-PROJ-SRM_TAB_037_V2-02,SRM_TAB_037_V2,Candidate Ranking System,Data,"SQL,AWS,FastAPI",Advanced,4,False,True,6,2026
RW-PROJ-SRM_TAB_038-01,SRM_TAB_038,Skill Gap Analyzer,IoT,"Python,SQL,AWS",Advanced,3,False,True,4,2026
RW-PROJ-SRM_TAB_038-02,SRM_TAB_038,Candidate Ranking System,Cloud,"AWS,Pandas,Docker",Basic,1,True,False,7,2023
RW-PROJ-SRM_TAB_038_V2-01,SRM_TAB_038_V2,Placement Eligibility Engine,Web,"React,Python,FastAPI",Intermediate,4,True,False,7,2025
RW-PROJ-SRM_TAB_038_V2-02,SRM_TAB_038_V2,Resume Intelligence Dashboard,Cloud,"Docker,Python,Pandas",Intermediate,2,True,True,6,2022
RW-PROJ-SRM_TAB_039-01,SRM_TAB_039,Candidate Ranking System,Cloud,"FastAPI,Pandas,React",Basic,3,False,False,12,2025
RW-PROJ-SRM_TAB_039-02,SRM_TAB_039,Resume Intelligence Dashboard,IoT,"Pandas,SQL,FastAPI",Intermediate,1,True,False,11,2023
RW-PROJ-SRM_TAB_039_V2-01,SRM_TAB_039_V2,Resume Intelligence Dashboard,Data,"SQL,Pandas,Docker",Advanced,3,False,True,6,2023
RW-PROJ-SRM_TAB_039_V2-02,SRM_TAB_039_V2,Candidate Ranking System,Cloud,"Docker,React,Python",Basic,3,False,True,11,2022
RW-PROJ-SRM_TAB_040-01,SRM_TAB_040,Resume Intelligence Dashboard,AI,"SQL,Pandas,FastAPI",Basic,3,False,True,12,2024
RW-PROJ-SRM_TAB_040-02,SRM_TAB_040,Resume Intelligence Dashboard,Data,"AWS,FastAPI,Python",Intermediate,1,True,False,7,2023
RW-PROJ-SRM_TAB_040_V2-01,SRM_TAB_040_V2,Skill Gap Analyzer,Cloud,"React,SQL,Python",Basic,2,False,False,4,2026
RW-PROJ-SRM_TAB_040_V2-02,SRM_TAB_040_V2,Candidate Ranking System,AI,"Pandas,SQL,FastAPI",Advanced,4,False,False,7,2026
RW-PROJ-SRM_TAB_041-01,SRM_TAB_041,Placement Eligibility Engine,AI,"React,FastAPI,Python",Basic,1,False,True,10,2025
RW-PROJ-SRM_TAB_041-02,SRM_TAB_041,Skill Gap Analyzer,AI,"AWS,SQL,Python",Basic,3,True,True,6,2023
RW-PROJ-SRM_TAB_041-03,SRM_TAB_041,Placement Eligibility Engine,Cloud,"SQL,Python,FastAPI",Basic,4,False,True,5,2024
RW-PROJ-SRM_TAB_041-04,SRM_TAB_041,Placement Eligibility Engine,Web,"React,SQL,Docker",Intermediate,2,False,False,8,2025
RW-PROJ-SRM_TAB_041-05,SRM_TAB_041,Candidate Ranking System,Data,"Pandas,React,FastAPI",Basic,4,False,False,3,2022
RW-PROJ-SRM_TAB_042-01,SRM_TAB_042,Candidate Ranking System,Cloud,"SQL,Python,AWS",Basic,3,False,False,10,2022
RW-PROJ-SRM_TAB_042-02,SRM_TAB_042,Placement Eligibility Engine,Data,"Docker,Python,SQL",Intermediate,4,True,True,11,2026
RW-PROJ-SRM_TAB_042-03,SRM_TAB_042,Candidate Ranking System,Web,"AWS,Pandas,Python",Basic,4,True,True,10,2022
RW-PROJ-SRM_TAB_042-04,SRM_TAB_042,Resume Intelligence Dashboard,Data,"React,FastAPI,Docker",Advanced,1,True,True,6,2026
RW-PROJ-SRM_TAB_042-05,SRM_TAB_042,Candidate Ranking System,Data,"Pandas,AWS,SQL",Basic,4,True,True,7,2024
RW-PROJ-SRM_TAB_043-01,SRM_TAB_043,Skill Gap Analyzer,Data,"Python,Docker,Pandas",Advanced,2,True,False,5,2022
RW-PROJ-SRM_TAB_043-02,SRM_TAB_043,Candidate Ranking System,Web,"FastAPI,Docker,Pandas",Basic,3,True,True,8,2025
RW-PROJ-SRM_TAB_043-03,SRM_TAB_043,Resume Intelligence Dashboard,AI,"React,Pandas,Docker",Advanced,1,False,True,9,2023
RW-PROJ-SRM_TAB_043-04,SRM_TAB_043,Skill Gap Analyzer,AI,"AWS,FastAPI,Pandas",Advanced,3,False,False,5,2026
RW-PROJ-SRM_TAB_043-05,SRM_TAB_043,Resume Intelligence Dashboard,IoT,"FastAPI,Docker,Pandas",Basic,1,False,True,10,2022
RW-PROJ-SRM_TAB_044-01,SRM_TAB_044,Resume Intelligence Dashboard,IoT,"Python,AWS,FastAPI",Basic,3,False,True,6,2022
RW-PROJ-SRM_TAB_044-02,SRM_TAB_044,Candidate Ranking System,IoT,"Pandas,SQL,Docker",Advanced,3,False,True,11,2022
RW-PROJ-SRM_TAB_044-03,SRM_TAB_044,Resume Intelligence Dashboard,IoT,"Docker,AWS,Pandas",Intermediate,4,False,False,6,2022
RW-PROJ-SRM_TAB_044-04,SRM_TAB_044,Resume Intelligence Dashboard,Web,"Pandas,SQL,FastAPI",Advanced,4,False,False,3,2023
RW-PROJ-SRM_TAB_044-05,SRM_TAB_044,Placement Eligibility Engine,AI,"React,Python,Pandas",Advanced,1,False,True,7,2023
RW-PROJ-SRM_TAB_045-01,SRM_TAB_045,Candidate Ranking System,AI,"React,Python,FastAPI",Advanced,1,True,True,4,2024
RW-PROJ-SRM_TAB_045-02,SRM_TAB_045,Candidate Ranking System,IoT,"Pandas,Python,React",Intermediate,1,True,True,10,2023
RW-PROJ-SRM_TAB_045-03,SRM_TAB_045,Resume Intelligence Dashboard,Data,"SQL,Python,FastAPI",Advanced,1,False,True,6,2024
RW-PROJ-SRM_TAB_045-04,SRM_TAB_045,Placement Eligibility Engine,Web,"React,SQL,Python",Basic,4,True,True,8,2022
RW-PROJ-SRM_TAB_045-05,SRM_TAB_045,Resume Intelligence Dashboard,Data,"Docker,FastAPI,SQL",Intermediate,1,True,False,8,2022
RW-PROJ-SRM_TAB_046-01,SRM_TAB_046,Resume Intelligence Dashboard,AI,"Python,FastAPI,SQL",Basic,4,False,True,8,2022
RW-PROJ-SRM_TAB_046-02,SRM_TAB_046,Resume Intelligence Dashboard,Data,"Pandas,FastAPI,React",Advanced,1,False,True,3,2023
RW-PROJ-SRM_TAB_046-03,SRM_TAB_046,Skill Gap Analyzer,Data,"Docker,SQL,FastAPI",Advanced,3,False,True,5,2022
RW-PROJ-SRM_TAB_046-04,SRM_TAB_046,Resume Intelligence Dashboard,IoT,"Python,AWS,FastAPI",Basic,2,False,False,9,2024
RW-PROJ-SRM_TAB_046-05,SRM_TAB_046,Resume Intelligence Dashboard,IoT,"FastAPI,Docker,AWS",Basic,4,True,True,4,2025
RW-PROJ-SRM_TAB_047-01,SRM_TAB_047,Placement Eligibility Engine,AI,"SQL,FastAPI,Pandas",Basic,1,True,True,8,2023
RW-PROJ-SRM_TAB_047-02,SRM_TAB_047,Skill Gap Analyzer,Cloud,"Pandas,SQL,Python",Intermediate,3,True,True,10,2022
RW-PROJ-SRM_TAB_047-03,SRM_TAB_047,Candidate Ranking System,Data,"SQL,React,Python",Intermediate,3,True,True,11,2022
RW-PROJ-SRM_TAB_047-04,SRM_TAB_047,Resume Intelligence Dashboard,Web,"AWS,FastAPI,Python",Intermediate,3,False,False,8,2025
RW-PROJ-SRM_TAB_047-05,SRM_TAB_047,Skill Gap Analyzer,Web,"Docker,Pandas,React",Advanced,3,False,True,3,2026
RW-PROJ-SRM_TAB_048-01,SRM_TAB_048,Skill Gap Analyzer,Data,"Python,Pandas,SQL",Intermediate,1,False,False,10,2026
RW-PROJ-SRM_TAB_048-02,SRM_TAB_048,Resume Intelligence Dashboard,Data,"Docker,FastAPI,SQL",Advanced,2,True,True,12,2023
RW-PROJ-SRM_TAB_048-03,SRM_TAB_048,Placement Eligibility Engine,IoT,"AWS,Pandas,FastAPI",Advanced,1,False,True,11,2023
RW-PROJ-SRM_TAB_048-04,SRM_TAB_048,Candidate Ranking System,Data,"Pandas,Python,React",Basic,4,False,True,9,2025
RW-PROJ-SRM_TAB_048-05,SRM_TAB_048,Candidate Ranking System,Data,"Pandas,FastAPI,SQL",Intermediate,2,False,False,7,2024
RW-PROJ-SRM_TAB_049-01,SRM_TAB_049,Placement Eligibility Engine,IoT,"Docker,Python,SQL",Basic,1,True,True,3,2026
RW-PROJ-SRM_TAB_049-02,SRM_TAB_049,Placement Eligibility Engine,AI,"React,FastAPI,AWS",Intermediate,1,False,True,10,2025
RW-PROJ-SRM_TAB_049-03,SRM_TAB_049,Candidate Ranking System,IoT,"React,AWS,Python",Advanced,1,True,True,10,2022
RW-PROJ-SRM_TAB_049-04,SRM_TAB_049,Candidate Ranking System,AI,"FastAPI,SQL,Pandas",Intermediate,3,False,True,3,2025
RW-PROJ-SRM_TAB_049-05,SRM_TAB_049,Resume Intelligence Dashboard,Data,"React,FastAPI,Pandas",Intermediate,4,False,True,6,2022
RW-PROJ-SRM_TAB_050-01,SRM_TAB_050,Placement Eligibility Engine,Web,"FastAPI,Docker,Pandas",Intermediate,1,True,True,3,2024
RW-PROJ-SRM_TAB_050-02,SRM_TAB_050,Resume Intelligence Dashboard,IoT,"Python,Pandas,Docker",Basic,3,False,False,6,2025
RW-PROJ-SRM_TAB_050-03,SRM_TAB_050,Skill Gap Analyzer,Web,"Pandas,React,FastAPI",Basic,1,False,False,7,2023
RW-PROJ-SRM_TAB_050-04,SRM_TAB_050,Skill Gap Analyzer,AI,"React,SQL,Pandas",Advanced,1,True,True,5,2025
RW-PROJ-SRM_TAB_050-05,SRM_TAB_050,Resume Intelligence Dashboard,AI,"Python,AWS,SQL",Intermediate,4,True,False,10,2023
RW-PROJ-SRM_TAB_051-01,SRM_TAB_051,Skill Gap Analyzer,IoT,"AWS,SQL,Pandas",Advanced,1,False,True,3,2026
RW-PROJ-SRM_TAB_051-02,SRM_TAB_051,Resume Intelligence Dashboard,Data,"Python,FastAPI,AWS",Basic,2,False,True,5,2026
RW-PROJ-SRM_TAB_051-03,SRM_TAB_051,Placement Eligibility Engine,Cloud,"Python,Pandas,React",Intermediate,4,False,True,11,2025
RW-PROJ-SRM_TAB_051-04,SRM_TAB_051,Placement Eligibility Engine,Cloud,"Docker,React,Python",Intermediate,2,True,True,6,2025
RW-PROJ-SRM_TAB_051-05,SRM_TAB_051,Placement Eligibility Engine,Web,"FastAPI,AWS,React",Advanced,1,False,False,6,2022
RW-PROJ-SRM_TAB_052-01,SRM_TAB_052,Skill Gap Analyzer,AI,"AWS,Pandas,FastAPI",Intermediate,4,False,True,7,2026
RW-PROJ-SRM_TAB_052-02,SRM_TAB_052,Resume Intelligence Dashboard,Cloud,"React,Pandas,SQL",Advanced,1,False,True,6,2026
RW-PROJ-SRM_TAB_052-03,SRM_TAB_052,Resume Intelligence Dashboard,Cloud,"Pandas,FastAPI,Python",Basic,2,False,True,12,2026
RW-PROJ-SRM_TAB_052-04,SRM_TAB_052,Skill Gap Analyzer,IoT,"React,Python,FastAPI",Basic,2,True,True,11,2022
